	0	1	2
0	0.5406698564593302	0.27409432672590567	0.18523581681476423
1	0.49593495934959353	0.25942350332594233	0.2446415373244642
2	0.12078019504876217	0.5558889722430608	0.32333083270817703
3	0.169877408056042	0.5610040863981319	0.269118505545826
4	0.28133125325013	0.4425377015080603	0.27613104524180965
5	0.40936374549819926	0.4933973589435774	0.09723889555822329
6	0.3391153512575889	0.4778837814397225	0.1830008673026887
7	0.41028331584470096	0.1689401888772298	0.4207764952780692
8	0.22068612391193035	0.3333333333333333	0.4459805427547363
9	0.14333612740989107	0.32774518021793797	0.528918692372171
10	0.8369781312127236	0.06163021868787279	0.1013916500994036
11	0.559322033898305	0.12348668280871673	0.3171912832929782
12	0.35861321776814736	0.23943661971830987	0.40195016251354276
13	0.1450094161958569	0.3270558694287508	0.5279347143753924
14	0.20950965824665674	0.3283803863298662	0.46210995542347694
15	0.3138401559454191	0.41130604288499023	0.27485380116959063
16	0.37349397590361455	0.3625410733844469	0.2639649507119387
17	0.20158102766798414	0.3201581027667984	0.47826086956521735
18	0.06930693069306934	0.5973597359735974	0.3333333333333333
19	0.15789473684210528	0.5672514619883041	0.27485380116959063
20	0.3903133903133903	0.1813865147198481	0.42830009496676164
21	0.21996708721886998	0.05540318156884254	0.7246297312122875
22	0.15465187923598273	0.09919901417128776	0.7461491065927296
23	0.10122038765254843	0.2519741564967696	0.646805455850682
24	0.21460373998219057	0.2858414959928762	0.49955476402493315
25	0.37448559670781895	0.20987654320987656	0.4156378600823045
26	0.25181758096497026	0.536021150033047	0.21216126900198284
27	0.10087173100871732	0.5740971357409713	0.32503113325031135
28	0.19042871385842478	0.4895314057826521	0.3200398803589233
29	0.24371205550737213	0.36513443191673894	0.391153512575889
30	0.2713440405748098	0.07692307692307694	0.6517328825021133
31	0.24544883866917763	0.08851224105461394	0.6660389202762084
32	0.2536520584329349	0.1739707835325365	0.5723771580345285
33	0.24129651860744297	0.37334933973589435	0.38535414165666265
34	0.2338308457711443	0.4825870646766169	0.2835820895522388
35	0.42657342657342656	0.14685314685314685	0.42657342657342656
36	0.25247079964061103	0.3423180592991914	0.4052111410601977
37	0.26295585412667943	0.4420985284708893	0.2949456174024312
38	0.18936877076411962	0.4883720930232558	0.3222591362126246
39	0.32337118947997606	0.3353257621040048	0.3413030484160191
