	0	1	2	3	4	5	6	7	8	9
0	0.24021739130434785	0.022826086956521753	0.21847826086956523	0.09891304347826088	0.04456521739130435	0.08804347826086958	0.09891304347826088	0.07717391304347827	0.07717391304347827	0.03369565217391306
1	0.6169960474308301	0.03201581027667985	0.04782608695652175	0.028063241106719376	0.06758893280632412	0.004347826086956528	0.020158102766798427	0.1189723320158103	0.06363636363636364	0.000395256916996025
2	0.23815789473684212	0.10657894736842106	0.04078947368421054	0.10657894736842106	0.14605263157894738	0.02763157894736844	0.14605263157894738	0.053947368421052654	0.053947368421052654	0.08026315789473686
3	0.04999999999999998	0.07380952380952382	0.04999999999999998	0.1928571428571428	0.1928571428571428	0.050000000000000024	0.07380952380952382	0.28809523809523807	0.002380952380952372	0.026190476190476177
4	0.1603174603174603	0.06507936507936508	0.03333333333333335	0.03333333333333332	0.08095238095238093	0.09682539682539683	0.17619047619047618	0.30317460317460315	0.01746031746031745	0.03333333333333332
5	0.06562500000000004	0.06562499999999999	0.06562499999999999	0.09687500000000004	0.06562499999999999	0.09687499999999999	0.003124999999999989	0.37812500000000004	0.03437499999999999	0.128125
6	0.49611650485436887	0.06893203883495147	0.01067961165048545	0.0009708737864077808	0.03009708737864079	0.06893203883495147	0.03009708737864079	0.25339805825242717	0.0009708737864077808	0.03980582524271846
7	0.6031055900621117	0.025465838509316777	0.03788819875776398	0.05652173913043479	0.025465838509316777	0.006832298136645972	0.04409937888198759	0.0751552795031056	0.04409937888198759	0.0813664596273292
8	0.20111111111111113	0.5011111111111112	0.02333333333333333	0.03444444444444444	0.07888888888888888	0.056666666666666664	0.012222222222222218	0.04555555555555555	0.001111111111111127	0.04555555555555557
9	0.007382550335570479	0.7791946308724832	0.02080536912751679	0.014093959731543634	0.007382550335570479	0.02751677852348994	0.05436241610738256	0.047651006711409406	0.007382550335570479	0.034228187919463096
10	0.1564102564102564	0.36153846153846153	0.05384615384615383	0.02820512820512819	0.1051282051282051	0.07948717948717947	0.02820512820512819	0.07948717948717951	0.05384615384615387	0.05384615384615387
11	0.028767123287671253	0.5356164383561643	0.09726027397260276	0.06986301369863013	0.08356164383561646	0.015068493150684927	0.12465753424657536	0.042465753424657554	0.0013698630136986254	0.0013698630136986254
12	0.016176470588235285	0.030882352941176458	0.030882352941176486	0.07500000000000001	0.0014705882352941382	0.0014705882352941382	0.2514705882352941	0.1338235294117647	0.016176470588235313	0.44264705882352934
13	0.08452380952380951	0.013095238095238113	0.0369047619047619	0.14404761904761906	0.2273809523809524	0.013095238095238113	0.09642857142857145	0.12023809523809526	0.16785714285714287	0.09642857142857145
14	0.03563218390804599	0.04712643678160921	0.024137931034482776	0.2885057471264368	0.09310344827586209	0.12758620689655173	0.024137931034482776	0.15057471264367817	0.13908045977011496	0.07011494252873565
15	0.05438596491228071	0.01929824561403508	0.01929824561403508	0.01929824561403511	0.22982456140350874	0.05438596491228071	0.15964912280701754	0.07192982456140351	0.29999999999999993	0.07192982456140351
16	0.05000000000000001	0.06639344262295083	0.26311475409836066	0.02540983606557378	0.10737704918032788	0.0008196721311475526	0.23032786885245904	0.1975409836065574	0.017213114754098372	0.041803278688524605
17	0.03444444444444446	0.22333333333333336	0.15666666666666668	0.19	0.0011111111111111072	0.03444444444444446	0.15666666666666668	0.14555555555555558	0.03444444444444444	0.02333333333333335
18	0.1926470588235294	0.07500000000000001	0.2955882352941176	0.10441176470588236	0.030882352941176458	0.030882352941176486	0.07500000000000001	0.016176470588235313	0.1191176470588235	0.06029411764705883
19	0.023611111111111117	0.12083333333333333	0.23194444444444443	0.1671296296296296	0.037500000000000006	0.032870370370370376	0.10694444444444445	0.1810185185185185	0.032870370370370376	0.06527777777777778
20	0.24310344827586203	0.036206896551724155	0.10517241379310345	0.036206896551724155	0.036206896551724155	0.0706896551724138	0.053448275862068975	0.29482758620689653	0.036206896551724155	0.08793103448275863
21	0.052542372881355943	0.3067796610169491	0.06949152542372881	0.1542372881355932	0.01864406779661016	0.08644067796610169	0.08644067796610169	0.08644067796610169	0.052542372881355916	0.08644067796610169
22	0.28969072164948456	0.1865979381443299	0.04226804123711342	0.02164948453608247	0.04226804123711342	0.09381443298969074	0.06288659793814434	0.20721649484536084	0.001030927835051561	0.05257731958762888
23	0.31511627906976747	0.1290697674418605	0.059302325581395365	0.09418604651162793	0.15232558139534885	0.08255813953488374	0.036046511627906994	0.10581395348837211	0.012790697674418622	0.012790697674418622
24	0.50125	0.026249999999999996	0.05125000000000002	0.06375000000000001	0.0012500000000000178	0.03875000000000002	0.026250000000000016	0.22625	0.0012499999999999955	0.06375000000000001
25	0.29240506329113924	0.08987341772151901	0.1658227848101266	0.026582278481012675	0.11518987341772154	0.06455696202531648	0.06455696202531648	0.06455696202531648	0.08987341772151901	0.026582278481012675
26	0.5011363636363636	0.1375	0.02386363636363638	0.0011363636363636526	0.10340909090909092	0.06931818181818183	0.02386363636363638	0.11477272727272729	0.0011363636363636324	0.02386363636363636
27	0.07880184331797237	0.5672811059907834	0.06497695852534564	0.023502304147465448	0.028110599078341025	0.0327188940092166	0.037327188940092175	0.0327188940092166	0.12027649769585255	0.014285714285714294
28	0.10689655172413792	0.10689655172413792	0.10689655172413792	0.21034482758620687	0.10689655172413792	0.037931034482758606	0.07241379310344827	0.14137931034482756	0.07241379310344827	0.037931034482758606
29	0.18035714285714283	0.10892857142857143	0.055357142857142834	0.019642857142857132	0.14464285714285713	0.0017857142857143106	0.05535714285714287	0.07321428571428572	0.3053571428571428	0.05535714285714287
30	0.02234042553191491	0.08617021276595746	0.11808510638297874	0.25638297872340426	0.054255319148936186	0.13936170212765958	0.15000000000000002	0.0010638297872340577	0.0648936170212766	0.10744680851063831
31	0.0007299270072992804	0.037226277372262785	0.015328467153284682	0.1467153284671533	0.015328467153284682	0.11751824817518249	0.05182481751824818	0.445985401459854	0.07372262773722629	0.0956204379562044
32	0.0008928571428571555	0.0008928571428571555	0.0008928571428571555	0.11696428571428573	0.02767857142857144	0.06339285714285715	0.09910714285714287	0.31339285714285714	0.03660714285714287	0.34017857142857144
