	0	1	2	3	4	5	6	7	8	9
0	0.1856164383561644	0.04863013698630138	0.04863013698630138	0.014383561643835627	0.007534246575342476	0.007534246575342476	0.14452054794520544	0.35000000000000003	0.028082191780821927	0.1650684931506849
1	0.06064257028112451	0.024497991967871467	0.7514056224899599	0.0365461847389558	0.01646586345381524	0.052610441767068285	0.016465863453815267	0.00441767068273093	0.008433734939759043	0.02851405622489961
2	0.190625	0.003124999999999989	0.190625	0.03437499999999999	0.003124999999999989	0.03437499999999999	0.15937500000000004	0.22187500000000004	0.159375	0.003124999999999989
3	0.050809716599190285	0.00425101214574899	0.0346153846153846	0.03663967611336031	0.010323886639676117	0.0042510121457489764	0.08117408906882591	0.30587044534412955	0.014372469635627518	0.45769230769230773
4	0.27560975609756094	0.11533101045296165	0.30348432055749125	0.056097560975609764	0.12229965156794423	0.02473867595818816	0.01777003484320558	0.05958188153310105	0.01777003484320558	0.007317073170731688
5	0.025203252032520336	0.5699186991869918	0.07398373983739838	0.03333333333333335	0.025203252032520336	0.11463414634146342	0.09837398373983741	0.04959349593495936	0.0008130081300813124	0.00894308943089432
6	0.06999999999999999	0.009534883720930237	0.028139534883720934	0.028139534883720917	0.02348837209302326	0.06302325581395347	0.2327906976744186	0.3118604651162791	0.009534883720930237	0.22348837209302325
7	0.011797752808988772	0.21404494382022468	0.006179775280898884	0.30955056179775275	0.23089887640449436	0.03426966292134832	0.07921348314606742	0.03988764044943821	0.06797752808988765	0.006179775280898884
8	0.22215189873417723	0.31075949367088607	0.0829113924050633	0.051265822784810136	0.11455696202531647	0.0639240506329114	0.09556962025316457	0.03860759493670887	0.013291139240506337	0.0069620253164557055
9	0.26544117647058824	0.07426470588235295	0.008088235294117658	0.09632352941176471	0.03750000000000001	0.030147058823529423	0.12573529411764706	0.2580882352941177	0.022794117647058833	0.08161764705882354
10	0.06703296703296704	0.012087912087912104	0.14395604395604397	0.04505494505494507	0.2098901098901099	0.39670329670329674	0.012087912087912085	0.0010989010989011145	0.07802197802197804	0.034065934065934084
11	0.09306358381502892	0.06416184971098268	0.12196531791907517	0.46878612716763013	0.12774566473988438	0.04682080924855493	0.02947976878612718	0.012138728323699432	0.017919075144508682	0.017919075144508682
12	0.1409090909090909	0.04999999999999998	0.04999999999999998	0.00454545454545453	0.00454545454545453	0.2318181818181818	0.00454545454545455	0.00454545454545453	0.36818181818181817	0.1409090909090909
